Headline,Link,Content,Img
Imran Khan recalls India match as he likens Pakistan crisis to 1971,https://www.hindustantimes.com//world-news/imran-khan-recalls-india-match-as-he-equates-pakistan-crisis-to-1971-101667582272326.html,"Imran Khan said, “At the age of 18, I went to play an exhibition cricket match in Bangladesh. We won two matches against India. What surprised me was that every Bangladeshi in and outside the stadium chanted ‘Pakistan Zindabad’.""Subscribe Now! Get features likePakistan's former prime minister Imran Khan on Friday drew parallels from 1970 when Sheikh Mujibur Rahman-led Awami League wasn't allowed to form the government despite winning the majority in East Pakistan (now Bangladesh) in the general elections.“What happened in East Pakistan? The largest party won, but they were not given the right. Instead, we took action against them,” said Khan drawing parallels between the 1971 liberation war and 2022 in Pakistan.“At the age of 18, I went to play an exhibition cricket match in Bangladesh. We won two matches against India. What surprised me was that every Bangladeshi in and outside the stadium chanted ‘Pakistan Zindabad’. That day, I realised the separation of Bangladesh from Pakistan is the biggest tragedy,” Khan said in his first public remarks since the assassination attempt on him on Thursday.Khan was shot in the leg as he waved to crowds from a container mounted on a truck from where he was leading a protest march on the capital to press for early elections and calling for the resignation of Prime Minister Shehbaz Sharif.In erstwhile East Pakistan, a huge majority of the Bengali nation had favoured the Awami League, under Sheikh Mujibur Rahman, in the 1970 Pakistani general elections. The party had emerged as the largest party in the nation, gaining the exclusive mandate of Pakistan in terms both of seats and votes.The Pakistan Peoples Party failed to win any seats in East Pakistan. The Awami League's failure to win any seats in then west Pakistan was used by Zulfikar Bhutto who argued that Mujibur had received ""no mandate or support from West Pakistan"". The then leaders of Pakistan, all from West Pakistan and PPP, strongly opposed the idea of an East Pakistani-led government.Meanwhile, Khan said on Friday that he would resume his protest march to Islamabad after recovering even as his supporters staged nationwide protests that blocked major roads.He said two shooters had tried to assassinate him, in a country with a history of politically motivated violence. He said one person was killed and 11 others were injured in Thursday's attack in Wazirabad, about 170 km (106 miles) southeast of Islamabad.Khan also said the failed assassination attempt against him will push the people of Pakistan to take to the streets like in Sri Lanka.“Either we will have a peaceful revolution or a bloody one,” the former prime minister said, adding, “People will take to the streets like Sri Lanka. There will be chaos.”Have 11 years' experience in print and digital media. Write on politics, defence and world affairs, and have a keen eye for human-interest stories.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/PAKISTAN-POLITICS-KHAN-ATTACK-79_1667587028723_1667587028723_1667587053511_1667587053511.jpg
Twitter layoffs employees in marketing and communications department in India,https://www.hindustantimes.com//india-news/twitter-lays-off-employees-in-india-101667567273498.html,"While marketing and communications was the most affected, other verticals, too, witnessed layoffs, reports said.Subscribe Now! Get features likeTwitter, now owned by Elon Musk, on Friday laid off scores of employees from its marketing and communications department in India, reports said, adding that layoffs have taken place across several verticals.Also Read | Twitter temporarily closes offices, locks accounts of employees amid layoffs move: ReportSome reports also said that everyone in the marketing and communications team was fired.“Many people have been sacked but it’s not confirmed that the entire team is gone. This is happening globally,” people familiar with the matter told Hindustan Times, commenting on sackings from the marketing and communications department.Also Read | Twitter sued for mass layoffs by Elon Musk without enough notice: ReportTwitter India is yet to confirm the layoffs or issue a statement on the matter. Also, earlier today, reports emerged that the social media giant will inform its employees by 9am Pacific Time or 6:30pm IST whether they are being retained or not.Also Read | Here's what new email to Twitter staff says on layoffs, week after Musk takeoverLast month, after acquiring Twitter, Musk had fired several employees, including senior executives such as CEO Parag Agarwal, and Vijay Gadde, the head of the company's legal, policy, and trust.Meanwhile, #OneTeam trended on the website throughout the day as employees vented their frustration over the layoffs.Follow the latest breaking news and developments from India and around the world with Hindustan Times' newsdesk. From politics and policies to the economy and the environment, from local issues to national events and global affairs, we've got you covered.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/Musk-Twitter--0_1667562852449_1667562852449_1667567282785_1667567282785.jpg
Kerala governor writes to President against CM Vijayan’s foreign visits,https://www.hindustantimes.com//india-news/kerala-governor-writes-to-president-against-cm-vijayan-s-foreign-visits-101667586340858.html,"Kerala Governor Arif Mohammad Khan alleged that he was unaware of the arrangements made to run the government while Vijayan was on the 10-day trip, said one of the people mentioned above, asking not to be named.Subscribe Now! Get features likeAmid his growing rift with the state government, Kerala Governor Arif Mohammad Khan has written to President Droupadi Murmu alleging that he was not informed of a 10-day foreign trip taken by chief minister Pinarayi Vijayan in the first week of October, people close to the Raj Bhavan said.It is customary for the chief minister to brief the Governor ahead of a foreign trip and then call on the head of the state upon return.The Governor has further alleged that he was unaware of the arrangements made to run the government while Vijayan was on the 10-day trip, said one of the people mentioned above, asking not to be named.Vijayan had travelled to Finland, Norway and the United Kingdom along with a contingent during the October trip and had stayed in the United Arab Emirates (UAE) for a few days before returning to the country.The CM’s office said Khan was informed about the trip when he visited Kannur to pay his respects to deceased Marxist leader Kodiyeri Balakrishnan on October 3.Also read: VIDEO | Six-year-old boy kicked in Kerala, BJP says 'Devil's own land'After his visit, the CM had held a press conference in the state capital on October 18 saying “it was a successful trip” aimed at boosting investment and cooperation with European countries.The governor wrote to President Murmu in the second week of October saying that he came to know about the trip through media reports, said the person mentioned above.Governor Khan further wrote that he was totally in the dark about the “long foreign trip of the CM and his entourage”, said another person, also asking not to be named.Ties between Khan and the state government have been deteriorating over the last two months.The uneasy relationship took a downward turn in August after the governor refused to sign 11 ordinances brought by the government, which was later forced to call a special session of the assembly to pass these legislations.Though Khan later signed a majority of the bills, he withheld his consent to two of them — one aiming to curtail powers of the Lokayukta and another to curtail the governor’s powers as the chancellor of universities.On Thursday, Khan had raised serious allegations against Vijayan saying his office was patronising smuggling activities in the state. He also rejected charges of interference in appointments in state’s universities levelled against him by the ruling front’s leaders. At a convention in Thiruvananthapuram on Wednesday, Vijayan and other LDF leaders attacked Khan alleging that he was trying to implement the agenda of the Rashtriya Swayamsevak Sangh (RSS) in state universities.Also read: Man arrested in Kerala for allegedly assaulting minor boy for leaning on his carMeanwhile, activists belonging to the Students Federation of India (SFI) on Friday blocked the entry of acting vice- chancellor of APJ Abdul Kalam University Sisa Thomas, who was appointed by the Governor. Later, she entered the campus with police protection and a section of employees also protested against her.The appointment of an acting V-C was necessitated after the Supreme Court quashed the appointment of incumbent M S Rajashree last month for flouting norms of the University Grants Commission (UGC). Citing the apex court order, last month, the Governor had sent show-cause notices to 11 V-Cs saying their appointments also flouted UGC norms and they were not entitled to hold their offices in view of the judgment.Initially, the government recommended the name of Digital University V-C Saj Gopinath for the post but Khan turned it down as he was among the 11 V-Cs who were served show-cause notices.Later, the government proposed the name of higher education secretary Ishita Roy, a senior IAS officer, but this was also turned down citing a lack of experience or technical prowess.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/d286c352-5c6d-11ed-8e23-5469c5b8902c_1667586333736.jpg
Gujarat assembly elections: Congress releases 1st list of candidates,https://www.hindustantimes.com//elections/gujarat-assembly-election/gujarat-assembly-elections-congress-releases-1st-list-of-candidates-details-here-101667585332868.html,"The Congress on Friday released its first list of candidates for the Gujarat assembly elections.Subscribe Now! Get features likeThe Congress on Friday released its first list of 43 candidates for the Gujarat assembly elections that are scheduled in two phases in December. The list was declared after a meeting of the party's central election committee (CEC) chaired by Congress president Mallikarjun Kharge.According to the list, the party has fielded Gujarat Congress chief Arjun Modhwadiya from Porbandar, Himanshu Patel from Gandhinagar South and Hiteshbhai Vora from Rajkot South.Congress party announces the first list of 43 candidates for #GujaratElections2022 pic.twitter.com/PGBhmcYfdiHere are the list of candidates:Also read: Gujarat assembly election 2022: Voting to take place at these ‘special’ booths tooThe Congress is seeking to oust the BJP from government in the home state of Prime Minister Narendra Modi - where the saffron party has been in power for more than two decades.The Gujarat assembly elections will be held in two phases on December 1 and 5. The counting of votes will be conducted on December 8. The term of the 182-member Gujarat assembly ends on February 18 next year.Follow the latest breaking news and developments from India and around the world with Hindustan Times' newsdesk. From politics and policies to the economy and the environment, from local issues to national events and global affairs, we've got you covered.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/1218677_Wallpaper2_1667587330865_1667587330865.jpg
"Watch: In Gangtok, President Murmu dances with Sikkim CM’s wife",https://www.hindustantimes.com//india-news/watch-in-gangtok-president-murmu-dances-with-sikkim-cm-s-wife-101667582762127.html,"Murmu attended the civic reception hosted in her honour by the Sikkim government.Subscribe Now! Get features likePresident Droupadi Murmu joined Sikkim chief minister Prem Singh Tamang's wife Krishna Rai to perform the 'integration dance' with a local troupe on a stage in Gangtok on Friday. Murmu attended the event during her two-day visit to Sikkim.In a video shared by the Rashtrapati Bhavan on Twitter, the troupe was seen performing on the stage, where Murmu and Rai also joined.Murmu attended the civic reception hosted in her honour by the Sikkim government and virtually inaugurated the foundation stone for various projects related to education, health, road infrastructure and tourism at Gangtok, the Rashtrapati Bhavan said in a statement.President Droupadi Murmu along with Smt Krishna Rai, wife of Chief Minister of Sikkim, joined the members of a local dance troupe who performed the “integration dance” at Gangtok in her honour. The dance captures the diversity, beauty and unity of Sikkim's culture. pic.twitter.com/gt19deQ236Murmu was greeted by Sikkim governor Ganga Prasad on her arrival in Gangtok.""Speaking on the occasion, the president said that Sikkim, situated in the eastern Himalayan region, is one of the most beautiful states of India. It is blessed with snow-laden peaks, dense forests, rare flora and fauna, pretty lakes and sacred rivers - Teesta and Rangit. These make the natural beauty of Sikkim more attractive. Sikkim has a rich cultural heritage too which reflects the cultures of different communities,"" the statement said.""The president was happy to note that Sikkim, with a literacy rate of more than 80 percent, is one of the leading states in terms of education. It ranks first in the country in the enrolment for higher education. She was also happy to note that the enrolment of girls is higher than that of boys in Sikkim. She said that this shows the priority of the people of Sikkim towards education,"" it added.The president had arrived in Nagaland on Wednesday and visited Kigwema, a village of the Angami Naga community in Kohima district on Thursday, where she met members of women Self Help Groups (SHGs).Before arriving in Sikkim, she also travelled to Mizoram and addressed the Mizoram Legislative Assembly in Aizawl, becoming the third president to do so after APJ Abdul Kalam (2005) and Ram Nath Kovind (2017).Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/WhatsApp_Image_2022-11-04_at_22.55.11_1667582737585_1667582757878_1667582757878.jpeg
SC restrains BMC from taking action against retailers for not putting up Marathi sign boards,https://www.hindustantimes.com//cities/mumbai-news/sc-restrains-bmc-from-taking-action-against-retailers-for-not-putting-up-marathi-sign-boards-101667583256132.html,"Mumbai: In a relief to the Federation of Retail Traders’ Welfare Association (FRTWA), the Supreme Court (SC) has directed the Brihanmumbai Municipal Corporation (BMC) to maintain status quo on the issue of the rule mandating shops and establishments to display their names in MarathiSubscribe Now! Get features likeMumbai: In a relief to the Federation of Retail Traders’ Welfare Association (FRTWA), the Supreme Court (SC) has directed the Brihanmumbai Municipal Corporation (BMC) to maintain status quo on the issue of the rule mandating shops and establishments to display their names in Marathi.The FRTWA had approached the SC after their plea challenging the BMC’s decision on making Marathi signboards in Devnagri script mandatory was rejected by the high court (HC) in February this year. The BMC decision had further stated that shopkeepers failing to comply would be fined ₹1 lakh, which was also challenged by the federation. The SC has restrained the BMC from taking any action against retailers till the petition is decided in the SC.Speaking about the development, a FRTWA member said that apart from restraining the civic authority, the SC directed the federation to furnish a list of retailers who would be covered by the interim protection.The issue pertains to the challenge by the FRTWA to rule 35 of the Maharashtra Shops and Establishment Act, which stipulated that every commercial establishment signboard had to be in Marathi language in the Devanagari script along with any other language. The petition of FRTWA was heard by the HC division bench of justice Gautam Patel and justice Madhav Jamdar on February 23, 2022.The federation had submitted that the rule 35 was contrary to the Act and hence imposition of a penalty of ₹1 lakh for non-compliance was akin to putting an individual under a disability. The federation also submitted that the adoption of Marathi language by the state was only meant for official purposes and hence individuals could not be forced to accept the same.The bench was also informed that the rule violated the constitutional right of expression by making it mandatory for every establishment of more than 10 employees to have a name board in Marathi language in Devanagari script with a font size not less than that of any other language. The federation submitted that the state could not dictate its citizens in what language a signboard must be displayed as Article 14 and 19 give an unfettered right to every citizen to be the sole judge of mode and medium of expression.However, additional government pleader Abhay Patki for the state had argued that there was no contradiction in the rule and the Act and the true intent of the petitioners was not bonafide as the rule was in existence since 2018 but the petition was filed only in 2022.After hearing the submissions, the bench had noted in its order, “We do not find substance in any of these submissions whatsoever. There is a public purpose that is sought to be achieved by rule 35 if read correctly. We cannot divorce the operation of that rule from the sheer geographical ambit to which it applied i.e the state of Maharashtra. Marathi may be the official language of the state government but it is undeniably the mother tongue of the state.”While rejecting the petition, the HC also imposed a fine of ₹25,000 on the federation and deposit it in the CM relief fund within a week.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/96cc415e-5c66-11ed-8f96-a5c1f3470f4c_1667583253860.jpg
"ED raids dozen locations in Bengal, Jharkhand",https://www.hindustantimes.com//india-news/ed-raids-dozen-locations-in-bengal-jharkhand-101667589381314.html,"The ED on Friday conducted searches in around a dozen locations in West Bengal and Jharkhand as part of a money laundering probe into alleged illegal occupation and sale of defence land in Jharkhand, officials said.Subscribe Now! Get features likeThe Enforcement Directorate (ED) on Friday conducted searches in around a dozen locations in West Bengal and Jharkhand as part of a money laundering probe into alleged illegal occupation and sale of defence land in Jharkhand, officials said.The case pertains to alleged fraudulent sale of an Army land measuring 4.45 acre in Bariatu in Ranchi.The Ranchi municipal corporation had lodged a police complaint in April after a departmental probe into land records suggested the collusion of a few businessmen in Ranchi and Kolkata, and Jharkhand government officials in the sale of the land using forged documents, officials said.Also read: Hemant Soren throws a challenge after skipping ED summons: 'Arrest me if…'The ED began its probe into the matter last month, an official said on condition of anonymity.In Bengal, teams of ED sleuths raided four locations in Kolkata and the adjacent city of Bidhannagar. While one team raided the house of businessman Amit Agrawal at HB-65B, a second team searched the premises of his brother, Amar Agarwal, in Sector V. Both the areas are under Bidhannagar.Amit Agarwal is currently in judicial custody in a Ranchi prison. He was arrested by the ED in connection with a money laundering case, after Jharkhand high court lawyer Rajiv Kumar was arrested on extortion charges in August.At least eight locations were searched in Ranchi.The ED teams raided locations linked to businessman Vishnu Agrawal, who also owns a chain of shopping malls in the state.Premises linked to at least three government officials who were holding posts at the time of the land deal were also searched in Ranchi, a second official said on condition of anonymity.Personalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/021b97b2-5c75-11ed-9a94-6cdab0551c2a_1667589376559.jpg
"Akram's epic reply to fan's 'Amir, Wahab have suddenly become TV experts' remark",https://www.hindustantimes.com//cricket/wasim-akram-s-epic-reply-to-fan-s-mohammad-amir-wahab-riaz-have-suddenly-become-tv-experts-remark-agar-main-unko-advise-du-101667567317661.html,"A fan asked Wasim Akram on his ‘advise’ to Wahab Riaz and Mohammad Amir, who, in the fan's opinion, ‘have suddenly become TV cricket experts’ and are ‘criticising left, right, and centre’.Subscribe Now! Get features likePakistan had endured a poor start to their T20 World Cup campaign with successive losses against India and Zimbabwe, but have since recovered with two wins on the bounce. The side defeated Netherlands and South Africa to keep its hopes alive for a semi-final qualification in the tournament, but their fate rests on other matches in their group in addition to their own. The blockbuster final match-day of Group 2 will see all the sides in action, and the day will end with two confirmed semi-finalists with four sides – Pakistan, India, South Africa, and Bangladesh – in contention for the next stage.In Pakistan, a number of former cricketers had expressed their disappointment with the side's poor start to the tournament, and even the current players – Wahab Riaz and Mohammad Amir – were critical of the side. Both pacers are currently out-of-favour with the current team management and are currently a part of the expert panel on a Pakistan national television channel.Also read: Watch - 'I'll send you a text anyway': Virat Kohli's birthday begins early with adorable message from Maxwell on live TVInterestingly, a fan, in another Pakistan channel, asked the country's legendary former fast bowler Wasim Akram on his advise to Wahab and Amir, who have “suddenly turned into experts.”“Wasim bhai, any word of advise for Amir and Wahab who have suddenly turned into TV cricket experts, hell bent on criticising left, right and centre?” a fan asked Akram on A Sports.Akram, however, had a rather straightforward reply. The former Pakistan captain insisted that both are mature enough but advised them to be “as positive as they can.”“I suppose, they are big boys. They know what they are doing. Agar main unko advise du... main toh usually advise dene ke haq me nahi hota kyunki hamaare clutre me advise leke har koi ghoomta rehta hai. Aap maango nahi fir bhi advise de denge, Twitter pe de denge. They're big boys, they know what they are doing, I just want them to be positive whenever they can. That's it,” said Akram.Wahab Riaz had last represented Pakistan in December 2020 during a T20I against New Zealand; Amir, meanwhile, played his last international game in August the same year in England.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/akram-amir-wahab_1667568510577_1667568618646_1667568618646.jpg
"Salman Khan slams Sajid Khan, calls him hypocrite; fans celebrate his ‘dhulai’",https://www.hindustantimes.com//entertainment/tv/salman-khan-slams-sajid-khan-calls-him-hypocrite-fans-celebrate-his-dhulai-101667579898301.html,"Salman Khan skewered Sajid Khan on the latest upcoming Shanivaar Ka Vaar episode of Bigg Boss 16.Subscribe Now! Get features likeSalman Khan is the latest to thrash Sajid Khan for his behaviour inside the Bigg Boss 16 house. On the latest Shanivaar Ka Vaar episode, host Salman Khan will be seen pulling up Sajid Khan for his behaviour inside the house. (Also read: Angry Bigg Boss 16 fans say Sajid Khan's ‘disgusting personality’ is coming out after he attacked Gautam Vig)In a new promo shared by Colors, Salman is heard calling Sajid Khan a hypocrite. “Sajid is ghar ke andar kar kya raha hai (What is Sajid doing inside the house),” he asked Sajid, who replied, “Waqt aane pe patte dikhauga (I'll show my card when time is right).”“Waqt yahan pe nahi milta. Aapko nikalne ka reason aap khud hi de rahe ho. Baat samajh mein aa rahi hai (You're giving everyone reasons to evict you. Do you understand it)? You are looking like a hypocrite. Stand lete ho phir stand badal dete ho (You take a stand then change it). Yeh hai double standards,” Salman added as Sajid Khan looked at him with a fake smile.People online agreed that Sajid's game hasn't been the best. Many even called for his eviction. “Ek baar nomination me laao aur fair rehna bb.. Ham log hi nikal denge sab ke sajid sir ko (Let him get nominated once and let it be fair. We'll remove him from the show),” read a comment. Another wrote, “Kya dekh rahi hu me? Kya ye sach hai? Ya sapna hai? Sajid ka dholai ho raha ha (What am I seeing? Is this truth or a dream? Sajid is getting beaten black and blue).” Another wrote, “Plz inko nikalo ghar se (Please remove him from the show).”Many are not happy with Sajid's conduct on the show, who recently got abusive towards Gautam Vig during an episode. His approval ratings were too high anyway considering the sexual misconduct allegations that were levelled against him during the MeToo movement.Dedicated professionals who write about cinema and television in all their vibrancy. Expect views, reviews and news.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/sajid_Khan_salman_khan_1667580006634_1667580006776_1667580006776.jpg
"Karan Mehra denies affair with Charu Asopa, wants to sue Rajeev Sen",https://www.hindustantimes.com//entertainment/bollywood/karan-mehra-denies-affair-with-charu-asopa-wants-to-sue-rajeev-sen-101667577892408.html,"Karan Mehra has denied having an affair with Charu Asopa and said that he is considering suing Rajeev Sen for defamation.Subscribe Now! Get features likeIn a recent interview with Hindustan Times, actor Rajeev Sen had accused his wife Charu Asopa of having an affair with actor Karan Mehra. The couple is going through a bitter divorce with allegations and accusations being hurled at each other. Both are giving daily interviews in the media with new revelations piling up each time. (Also read: Rajeev Sen is lying: Charo Asopa on being accused of having an affair with Karan Mehra)In the HT interview, Rajeev had said, “One of the points to be noted from the voice note is her romance with TV actor Karan Mehra being disclosed by her mother. She made a romantic reel with him. She blames me for cheating on her and being suspicious of her. What a world we live in,” he added.Now, Karan has reacted strongly to the accusations. ""What romance is Rajeev talking about? I had spoken to Charu for a while at a promotional event in June. After that, we never connected until today. Prior to the event in question, I had met Charu about 10 years ago. I have shifted to Delhi after the whole Nisha Rawal episode and Rajeev Sen accuses me like this. Just terrible,"" he told The Times of India. He also added that he doesn’t want to contact Rajeev Sen. He said, ""I don't have his number and don't wish to. I would rather file a defamation suit against him.""Even Charu felt embarrassed by Rajeev's allegations. ""This is utter bullsh*t… I have worked with Karan on one show, Yeh Rishta Kya Kehlata Hai, and haven’t met him for the last 12 years. Recently, there was an event where he also turned up, and we had to post one reel as a professional commitment. There is nothing romantic in the reel. We are just standing there because we are there as celebrities. Usko dekhke koi bhi nahi koi bol nahi sakta ke Karan aur mera chakar chal raha hai (No one can look at it and say we were having an affair).”Charu Asopa and Rajeev Sen got married in 2019 but soon after their marriage, reports of their divorce started circulating. The two became parents to daughter Ziana in November last year.Dedicated professionals who write about cinema and television in all their vibrancy. Expect views, reviews and news.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/karan_mehra_charu_asopa_rajeev_sen_1667578238490_1667578238604_1667578238604.jpg
Lloyd's one-word reaction to Afridi and reporter's 'ICC-India' conspiracy theory,https://www.hindustantimes.com//cricket/david-llyod-s-one-word-reaction-to-shahid-afridi-and-reporter-s-icc-india-conspiracy-theory-takes-dig-at-umpiring-in-t20-world-cup-101667559621146.html,"Following the match which India had won, former Pakistan cricketer Shahid Afridi made a statement on ICC favouring India in the game and ex-England cricketer David Llyod reacted to the statement.Subscribe Now! Get features likeWednesday's T20 World Cup match in Adelaide between India and Bangladesh witnessed few many drama both on and off the field pertaining to umpiring which further led to a lot many criticisms, accusations and controversy theories on social media platforms and from veterans cricketers. During the rain-marred game, Bangladesh captain Shakib Al Hasan was particularly unhappy with the game resuming quickly after rain, opining that the field was still wet and slippery. The other was an accusation of 'fake fielding' from Virat Kohli made by Bangladesh player Nurul Hasan which went unnoticed by the umpires. Following the match which India had won, former Pakistan cricketer Shahid Afridi made a statement on ICC favouring India in the game and ex-England cricketer David Lloyd reacted to the statement.During a conversation on Samaa TV pertaining to Shakib's complain, a reporter alleged that ICC have ensured India's road to the final in the T20 World Cup. ""Shakib Al Hasan bhi yehi keh rahe thhe. Aur woh screen par bhi dikhaya gaya. Aap ne ground dekhi... geeli thi. Par mujhe lagta hai ki ICC ka jhukaav jo hai, woh zara India ko kisi tareeke se semifinal pohuchaane ke liye kar raha hai (Shakib Al Hasan said the same thing and it was shown on the screen as well. You saw the ground how wet it was. But I feel that the ICC is somewhat inclined towards India. They want to ensure that India reach the semifinals at any cost),"" he said.ALSO READ: Virat Kohli ka 'fake fielding hai, 100% hai, hume 5 runs ki penalty padti but...': Ex-India opener's explosive claimsAfridi, who was part of the conversation, reacted saying, ""I know what happened. Given the amount of rain that happened, the game resumed immediately after the break. It is very evident that that ICC, then India playing, then the pressure that comes with it, there are many factors involved.""Llyod on Friday reacted to the statement with a one-word tweet.Powerful https://t.co/qVDytfSgqyReacting to the tweet, a fan asked him ""Don't you think technology has make umpires relaxed? They are seems to be inactive in matches."" And Lloyd replied: ""ICC instructions have made them inactive.""ICC instructions have made them inactive https://t.co/YntMsPzhxhAs for India, the win against Bangladesh left them on the brink of making the T20 World Cup semis.At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/New_Project_-_2022-11-04T163610700_1667560077622_1667560077778_1667560077778.jpg
Watch: Kohli's birthday begins early with adorable Maxwell message on live TV,https://www.hindustantimes.com//cricket/watch-i-ll-send-you-a-text-anyway-virat-kohli-s-birthday-begins-early-with-adorable-message-from-glenn-maxwell-on-live-tv-101667565166466.html,"A day before the former India captain turns 34, birthday wishes are storming in already for Virat Kohli as Australia all-rounder Glenn Maxwell dropped a heart-warming message for Kohli on live TV.Subscribe Now! Get features likeStar India batter Virat Kohli will celebrate his birthday tomorrow, i.e. – November 5. While Virat, his plethora of fans and the entire Indian team will have plans on the special day, it seems as if birthday has come early for Kohli. A day before the former India captain turns 34, birthday wishes are storming in already for Kohli as Australia all-rounder Glenn Maxwell dropped a heart-warming message for Kohli on live TV.After Australia's narrow four-run win over Afghanistan at the T20 World Cup, Maxwell was up for an interview with renowned sports broadcaster Neroli Meadows. It is important to note that despite Australia's semi-final hopes depending on the outcome of the England vs Sri Lanka match, Maxwell appeared in good spirits when he wished his Royal Challengers Bangalore teammate Kohli in advance.""Yeah, so tomorrow, I just want to wish a very happy birthday to one of my very good friends, Virat Kohli. Hope you have a great day. I'll send you a text anyway. Enjoy, mate,"" said Maxwell.Watch the video below:pic.twitter.com/kMQq5fgBTKKohli and Maxwell have been teammates at RCB for two seasons. Maxwell joined RCB from Punjab Kings (formerly Kings XI Punjab) in 2021 after enduring a horror season with the 2014 IPL runner-up which saw him struggle and score just 108 runs from 14 matches. The following year, Maxwell hit top gear as he amassed 511 runs from 15 games at a strike-rate of 144.10, a season where he hit six half-centuries. At the IPL mega-auction, Maxwell was retained by RCB for ₹11 crore and scored 301 runs from 13 games in IPL 2022.Back to the Afghanistan game, Maxwell was adjudged the Player of the Match for his innings of 54 not out off 32 balls which lifted Australia to 168/8. An all-rounder in the team, Maxwell did not get to bowl but took a smart catch to dismiss Najibullah Zadran.""It was nice to have an impact in the field. I knew I wasn't going to have much of an impact with the ball with the conditions they were. To have an impact is nice. During the day, it was quite slow and taking spin, it was holding up a little bit,"" he added.While Maxwell praised Afghanistan for the fight their batters showed, he knows what is at stake on Saturday as England face Sri Lanka in the final Group 1 match. An England win will see them go through and join New Zealand in the semifinals, whereas for Australia to qualify for the semis, the already knocked out Sri Lanka need to beat Jos Buttler and his team. Maxwell, who found himself in a similar situation a few months back during the IPL, said he and the Aussies will be cheering the Lankans on in the crunch game in Sydney tomorrow.""Afghanistan played really well, they struck the ball really cleanly. At the start, they put us under pressure in the powerplay. We were able to hold them back but then there was some pretty clean hitting towards the back end and gave us a bit of a scare,"" Maxwell said.""It was quite hard to press the issue. We got to about the 12th over mark where we just had to put a total on the board to make sure we gave ourselves a chance of winning the game. Even though we were trying to go hard, they (Afghanistan) bowled extremely well in the last four overs. They executed their plans and it was hard to get away. We'll be following it (England vs Sri Lanka), we put ourselves in this situation, but hopefully Sri Lanka can do the job for us.""At HT Sports Desk, passionate reporters work round the clock to provide detailed updates from the world of sports. Expect nuanced match reports, previews,reviews, technical analysis based on statistics, the latest social media trends, expert opinions on cricket, football, tennis, badminton, hockey,motorsports, wrestling, boxing, shooting, athletics and much more.
...view detailPersonalise your news feed. Follow trending topics",https://images.hindustantimes.com/img/2022/11/04/550x309/kohli-maxwell-birthday_1667565584934_1667565589392_1667565589392.jpg
